ID,Aleppo,Alexandria,Algiers,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddah,Jerusalem,Khartoum,Mosul,MSA,Muscat,Rabat,Riyadh,Salt,Sanaa,Sfax,Tripoli,Tunis
261,سآل غير حدا، إذا ممكن.,إسأل حد تانى، لو سمحت.,من كاش واحد آخر، من فضلك.,اسأل حد تاني، لو سمحت.,اسال أي حد تاني، لوسمحت.,لهنالك، اسألك شخص آخر، رجاءً.,اسأل واحد ثاني، بلا زحمة.,سأل حدا تاني، عمول معروف.,اسأل حد ثاني، لو سمحت.,اسأل واحد تاني، من فضلك .,لهنيك، اسآل حدا تاني، رجاءً.,اسأل احد ثاني لو سمحت.,سول شي حد أخور، عافاك.,هناك، باللهي اسأل شخص ثاني.,اسأل حدا تاني، لو سمحت.,اسأل زول تاني، من فضلك.,هنوك، اسال ويحد اللاخ، رجاءا.,شخص آخر ، من فضلك .,اسال شخص ثاني لو سمحت.,سول شي واحد آخر عافاك.,اسأل شخص اخر، لو سمحت.,اسأل حدا ثاني لو سمحت.,اسال احد ثاني، لو سمحت.,اطلب من واحد آخر، يعيشك.,اسال حد تاني، لو سمحت.,غادي، اسال شكون اخر، يعيشك.
280,أربعة وعشرين، إذا سمحت.,أربعة وعشرين، من فضلك.,و عشرون، من فضلك.,يوم، لو سمحت.,الحجز لمدة اربعة وعشرين ساعة، لو سمحت.,أربعة وعشرين، رجاءً.,أربعة وعشرين، بلا زحمة.,أربعة و عشرين، عمول معروف.,أربعة وعشرين، لو سمحت.,حجزي للغرفة، اربعه و عشرين ساعه كمان.,أربع وعشرين لو سمحت.,اربعة وعشرين لو سمحت.,أربعة وعشرين، عافاك.,امدد اربعة وعشرين.,أربعة و عشرين، لو سمحت.,أربعة وعشرين ساعة، من فضلك.,اربع وعشين، رجاءا.,وعشرون ، من فضلك .,اربع وعشرين، لو سمحت.,ديال اربعة و عشرين، عافاك.,اربع و عشرين، لو سمحت.,و عشرين لو سمحت .,اربعه وعشرين، لو سمحت.,و عشرين، يعيشك.,اربعة و عشرين، لو ممكن.,اربعة و عشرين، من فضلك.
285,دولارين. عيف الباقي.,دولار. خلى الباقى.,دولار. خلي الباقي عندك.,خلي الباقي إلك.,وخلي الباقي علشانك.,دولارين. احتفظ بالباقي.,دولارين. اخذ الباقي.,دولارين. خلي الباقي.,و خلي الباقي عندك.,خللي الباقي عشانك.,دولارين، وخلي الكمالة.,دولارين. خل الباقي.,دولار. خلي عندك الباقي.,و خلي الباقي معاك.,خلي الباقي معك.,دولارين. اخد الباقي.,دولارين، احتفض بالباقي.,دولاران . احتفظ بالباقي .,دولارين، احتفظ بالباقي.,دولار. خلي ليك الباقي.,دولارين. احتفظ بالباقي.,دولار، و خليلك الباقي .,دولار. خلي الباقي.,دولار. حط الباقي عندك.,دولار. خلي الباقي عندك.,دولارات. خلي الباقي عندك.
315,وواحد تشيز برغر، إذا سمحت.,وواحد تشيزبرجر، لو سمحت.,شيزبرغر، من فضلك.,وواحد برجر بالجبنة، لو سمحت.,وواحد برجر بالجبنة، لوسمحت.,وواحد تشيزبيرغر، رجاءً.,و واحد جيزبركر، بلا زحمة.,وحدة برغر بالجبنة، عمول معروف.,و واحد تشيزبرغر، لو سمحت.,هامبرجر وواحد شيز برجر.,و وحدة تشيزبرغر، إذا سمحت.,وواحد تشيز برقر لو سمحت.,وواحد تشيز برجر، عافاك.,برقر و واحد برقر جبن.,برغر مع جبنة، لو سمحت.,واحد بيرقر بالجبنة، من فضلك.,ويحد همبركر بالجبن، رجاءا.,شيز برجر ، من فضلك .,واحد همبرجر وواحد همبرجر مع جبن.,و واحد تشيز بورݣر، عافاك.,واحد برغر بالجبن، لو سمحت.,برغر مع جبنة لو سمحت .,واحد برجر بالجبنه، لو سمحت.,وتشيز برجر، يعيشك.,ووحدة تانيه بالجبنه، من فضلك.,برغر و واحد شيزبرغر، عيشك.
319,بتاخد عالعملية؟,كام في العملية؟,باش تدير العملية؟,تاخد عشان العملية؟,كام في العملية؟,تأخذ على العملية؟,تاخذ للعملية؟,بتاخد في العملية؟,تأخذ على الخدمة؟,كام في العملية؟,بتاخد عالاجراءات؟,تاخد للاجراءات؟,اللي كتحسب للعملية؟,تطلب عشان العملية؟,بتاخد على العملية؟,السعر بتطلب للعملية؟,تاخد اتعاب العملية؟,لتطبيع صور الفيلم ؟,تاخذ في هالعملية؟,باش تدير العملية؟,تاخذ للعملية؟,تاخد في العملية؟,تشل على العمليه؟,تاخو للاجراءات؟,تحسب فيها الخدمه؟,تحسب الاجراءات؟
320,كل واحد لحال مشان وجباتنا.,فينا عاوز يدفع للوجبات بتاعتنا.,كل واحد يخلص الماكلة ديالو.,واحد حابب يدفع على وجبته.,فينا عايز يدفع للوجبة بتاعته.,واحد يدفع حساب الوجبه مالته.,منا يريد يدفع لوجباتنا.,فينا بيحب يدفع عن أكلو.,فينا يبي يدفع لوجبته.,تمن اكلنا .,مننا بحب يدفع عن وجبته.,بيدفع حق وجبته.,نخلصو الوجبات ديالنا.,ندفع حساب اكلنا.,فينا بدو يدفع عن وجبتو.,دايرين ندفع لي وجباتنا.,ويحد يدفع لوجبتو.,أن يحاسب على وجبته .,ندفع الوجبات مالتنا.,فينا بغا يخلص على راسو.,واحد يدفع ثمن وجبته.,ندفع حق وجباتنا .,نشتي ندفع حق وجباتنا.,كل واحد عشانا.,فينا يفضل يخلص ماكلته بروحه.,يحب يخلص وحدو.
326,على كرسي بالصالة.,على كرسى فى اللوبى.,واحد الكرسي فالكولواغ.,موجود على كرسي باللوبي.,كرسي فى الحتة اللي قدام الإستقبال.,على كرسي باللوبي.,على كرسي بالردهة.,كان عالكرسي بالردهة.,على الكرسي في الممر .,على كرسي في الطرقة.,على كرسي بالردهة.,على كرسي في اللوبي.,على كرسي فالبهو ديال الفندق.,على الكرسي في اللوبي.,على كرسي في اللوبي.,في كرسي في اللوبي.,على كغسي بالبهو.,على كرسي في البهو .,على الكرسي في بهو الفندق.,فوق الكرسي في المراح.,على كرسي في الردهة.,على الكرسي باللوبي.,فوق كرسي في اللوبي.,كرسي في الكلوار.,علي كرسي في الصاله.,على كرسي في الاستقبال.
333,صروف هي الينات لجنيهات.,غير الين دول لجنيهات.,تقدر تبدل هاذ الين لجنيهات.,اصرفلي هدول من ين لجنيهات.,غيرلي الينات دول لجنيهات.,هاي الينات الى جنيهات.,صرف هذا الين لجنيهات.,صرفلي هال ين لجنيهات.,غير الين هضينا لجنيهات.,غيرلي الين اللي معايا بجنيهات.,هدول الينات لجنيهات.,الين لي جنيه.,بدلي الين لجنيهات.,الين الى جنيهات.,اصرفلي الين لجنيهات.,حول هذه الينات إلى جنيهات.,هذولي الينات الى جنيهات.,هذه الينات إلى جنيهات .,اصرف هاذي الينات الى جنيهات.,هاد الين لجنيهات.,حول الين هذا الى جنيهات.,حول هاد الين ل جنيهات.,لي هولا من ين ل جنيهات.,بدل اليان بالجنيه.,الينات الي جنيهات.,لجنيه من فضلك.
346,جيب، إذا سمحت.,جيب، لو سمحت.,جيب، من فضلك.,بحجم الجيبة، لو سمحت.,قاموس جيب صغير، لو سمحت.,قاموس جيب، رجاءً.,بكد القاموس، بلا زحمة.,جيبة، عمول معروف.,بحجم الجيب، لو سمحت.,جيب صغير، ،لو سمحت .,حجمه صغير، لو سمحت.,بحجم الجيب لو سمحت.,حجم الجيب، عافاك.,قاموس قد الجيب.,جيبة، لو سمحت.,مقاس جيب، من فضلك.,بحجم الجيب، رجاءا.,جيب ، من فضلك .,بحجم المخبى لو سمحت.,قد الجيب، عافاك.,بحجم اليد، لو سمحت.,جيب، لو سمحت.,جيب، لو سمحت.,قاموس يتحط في الجيب، يعيشك.,حجم الجيب، من فضلك.,قاموس الجيب، عيشك.
360,سبعة. الاسم واتانابي.,سبعة. الإسم واتانابى.,الساعة السبعة تع العشية، باسم واتاناب.,سبعة. الاسم واتاناب.,سبعة. باسم واتانابي.,الأسم هوه واتانابي.,بالسبعة. الاسم واتانايب.,الإسم هوي واتنابي.,السبعة. الاسم هو واتانابي.,سبعة . الاسم واتانابي.,"سبعة. الاسم هوة ""واتانابي"".",الساعة سبع. باسم واتانابي.,في السبعة. الاسم هو واتانابي.,سبعة، بإسم واتانابي.,الساعة سبعة. باسم واتانبي.,السابعة. الاسم واتانيبل.,الاسم هو واتانبي.,"السابعة , الاسم وتاناب .",على السبع، الاسم واتاناب.,فرقم سبعة . السمية هيا واتانابي.,السابعة. الاسم واتانابي.,سبعة. الاسم هوه واتناب .,سبع. الاسم هو وطنابي.,في السبعة متاع العشية، باسم واتانابي.,الساعه سبعه. الاسم واتانابي.,مع السبعة. الاسم واتانابي.
368,كانت سيكو رقمية.,كانت سيكو رقمية.,ديالي. ديجيتال سايكو.,رقمية من سيكو.,ساعة سايكو رقمية.,جانت سايكو ديجيتال.,جانت سيكو ديجتال.,كانت سايكو رقمية.,كانت سياكو ديجيتال.,كانت سايكو رقميه.,كانت سيكو ديجيتال.,كانت ديجيتال سيكو.,كانت سايكو الرقمية.,كانت سأيكو رقمية.,سيكو و ديجيتال.,كانت سيكو ديجيتال.,كانت سايكو رقميي.,كانت ساعة سيكو رقمية .,نوعية سايكو الرقمية.,. كانت سيكو ديجيتال.,كانت سيكو رقمية.,كانت سيكو رقمية .,كانت سايكو رقميه.,ديجتال سايكو.,كانت سيكو رقميه.,من نوع سايكو الرقمية.
370,بتختاروا، وبعدو العشا. في دليل كامل عن المشروبات يلي منقدمها بهالطيارة بدليل المعلومات تبع مجلتنا.,عشا. دليل كامل للمشروبات اللى بنقدمها فى الرحلة دى موجود فى دليل معلومات المجلة بتاعتنا.,تقدر تصيب كامل المشروبات الي كاينة في هاذ الرحلة في دليل المعلومات تع المجلة تاعنا.,العشا. منوفر قائمة كاملة من الشراب على هاي الطيارة موجودة بمجلة المعلومات التوجيهية تبعتنا.,بعد العشا. كل المشاريب اللى عندنا فى الرحلة هتلقيها فى دليل المعلومات فى المجلة بتاعتنا.,تختاره، ووراها العشه. دليل كامل بالمشروبات الي نقدملها بهاي الرحلة موجود بدليل المعلومات بمجلتنا.,العشه. دليل كامل من المشروبات نقدمها على هاي الرحلة موجود بدليل المعلومات من مجلتنا.,عشا. كتيب كامل عن المشروبات منقدمو على هالرحلة موجود بدليل المعلومات بالمجلة تبعنا.,عشاء. دليل كامل للمشروبات الي نقدمو فيهن على الرحلة هضي قاعد في دليل المعلومات في مجلتنا.,حتلاقو لسته كاملة بأنواع المشروبات اللي بنقدمها في رحلتنا موجوده في دليل المعلومات في مجلتنا.,الدليل الكامل للمشروبات يللي منقدمها على هي الرحلة موجود بدليل المعلومات بمجلتنا.,في دليل كامل عن المشروبات اللي نوفرها في هالرحلة موجود في دليل المعلومات بمجلتنا.,بالعشا. دليل كامل ديال المشروبات اللي كنقدمها فهاد الرحلة محلي في دليل المعلومات فمجلتنا.,معاها عشاء. كل التوجيهات عن المشروبات اللي نقدمها موجودة في المجلة.,دليل كامل للمشروبات يلي بنقدمها على هاي الرحلة موجود في دليل المعلومات في مجلتنا.,عشاء. دليل كامل من المشروبات البنوفرها في الرحلة دي موجودة في دليل المعلومة بتاع مجلتنا.,و وغانو عشا. الدليل الكامل للمشروبات اللي نقدما على هذي الرحلة موجود بدليل المعلومات بمجلتنه.,. دليل كامل بالمشروبات التي نقدمها على رحلتنا موجودة في دليل المعلومات الخاص بمجلتنا .,دليل كامل عن المشروبات اللي نقدمها في هالرحلة موجود في دليل المعلومات في مجلتنا.,كامل ديال المشروبات لي كان قدمو فهاد الرحلة كاين في دليل المعلومات ديال المجلة ديالنا.,بالعشاء. دليل كامل بالمشروبات اللي نقدمها على هذه الرحلة موجو بدليل التعليمات في مجلتنا.,عشا. دليل كامل من المشروبات اللي بنقدمها على هاي الرحلة رح يكون موجود بدليل المعلومات في مجلتنا.,بعده ندي الغداء. المنيو حق المشروبات اللي بنقدمها في هذه الرحله موجود بدليل المعلومات في حقنا المجله.,العشاء. تلقى ليستت المشروب المقترحة على الرحلة هذه. في دليل المعلومات متاع المغازة متاعنا.,العشي. قايمة المشاريب الي نقدمو فيها في الطياره تلقاها في المجلة متاعنا جيهة المعلومات.,نسربيوكم العشاء. عندكم دليل مفصل عالمشروبات الي نسربيوها في الرحلة هاذي تلقاوه في جزء المعلومات في مجلتنا.
